index_parent,index_child,type
170,1052,rotate
170,1493,rotate
611,170,rotate
611,611,wait
611,1052,rotate
611,1493,rotate
1052,170,rotate
1052,611,rotate
1052,1052,wait
1052,1493,rotate
1493,170,rotate
1493,611,rotate
1493,1052,rotate
1493,1493,wait
170,171,translate
1053,1052,translate
611,632,translate
1514,1493,translate
171,171,wait
171,612,rotate
171,1053,rotate
171,1494,rotate
612,171,rotate
612,612,wait
612,1053,rotate
612,1494,rotate
1053,171,rotate
1053,612,rotate
1053,1053,wait
1053,1494,rotate
1494,171,rotate
1494,612,rotate
1494,1053,rotate
1494,1494,wait
171,172,translate
1054,1053,translate
612,633,translate
1515,1494,translate
172,172,wait
172,613,rotate
172,1054,rotate
172,1495,rotate
613,172,rotate
613,613,wait
613,1054,rotate
613,1495,rotate
1054,172,rotate
1054,613,rotate
1054,1054,wait
1054,1495,rotate
1495,172,rotate
1495,613,rotate
1495,1054,rotate
1495,1495,wait
172,173,translate
1055,1054,translate
613,634,translate
1516,1495,translate
173,173,wait
173,614,rotate
173,1055,rotate
173,1496,rotate
614,173,rotate
614,614,wait
614,1055,rotate
614,1496,rotate
1055,173,rotate
1055,614,rotate
1055,1055,wait
1055,1496,rotate
1496,173,rotate
1496,614,rotate
1496,1055,rotate
1496,1496,wait
173,174,translate
1056,1055,translate
614,635,translate
1517,1496,translate
174,174,wait
174,615,rotate
174,1056,rotate
174,1497,rotate
615,174,rotate
615,615,wait
615,1056,rotate
615,1497,rotate
1056,174,rotate
1056,615,rotate
1056,1056,wait
1056,1497,rotate
1497,174,rotate
1497,615,rotate
1497,1056,rotate
1497,1497,wait
174,175,translate
1057,1056,translate
615,636,translate
1518,1497,translate
175,175,wait
175,616,rotate
175,1057,rotate
175,1498,rotate
616,175,rotate
616,616,wait
616,1057,rotate
616,1498,rotate
1057,175,rotate
1057,616,rotate
1057,1057,wait
1057,1498,rotate
1498,175,rotate
1498,616,rotate
1498,1057,rotate
1498,1498,wait
175,176,translate
1058,1057,translate
616,637,translate
1519,1498,translate
176,176,wait
176,617,rotate
176,1058,rotate
176,1499,rotate
617,176,rotate
617,617,wait
617,1058,rotate
617,1499,rotate
1058,176,rotate
1058,617,rotate
1058,1058,wait
1058,1499,rotate
1499,176,rotate
1499,617,rotate
1499,1058,rotate
1499,1499,wait
176,177,translate
1059,1058,translate
617,638,translate
1520,1499,translate
177,177,wait
177,618,rotate
177,1059,rotate
177,1500,rotate
618,177,rotate
618,618,wait
618,1059,rotate
618,1500,rotate
1059,177,rotate
1059,618,rotate
1059,1059,wait
1059,1500,rotate
1500,177,rotate
1500,618,rotate
1500,1059,rotate
1500,1500,wait
177,178,translate
1060,1059,translate
618,639,translate
1521,1500,translate
178,178,wait
178,619,rotate
178,1060,rotate
178,1501,rotate
619,178,rotate
619,619,wait
619,1060,rotate
619,1501,rotate
1060,178,rotate
1060,619,rotate
1060,1060,wait
1060,1501,rotate
1501,178,rotate
1501,619,rotate
1501,1060,rotate
1501,1501,wait
178,179,translate
1061,1060,translate
619,640,translate
1522,1501,translate
179,179,wait
179,620,rotate
179,1061,rotate
179,1502,rotate
620,179,rotate
620,620,wait
620,1061,rotate
620,1502,rotate
1061,179,rotate
1061,620,rotate
1061,1061,wait
1061,1502,rotate
1502,179,rotate
1502,620,rotate
1502,1061,rotate
1502,1502,wait
179,180,translate
1062,1061,translate
620,641,translate
1523,1502,translate
180,180,wait
180,621,rotate
180,1062,rotate
180,1503,rotate
621,180,rotate
621,621,wait
621,1062,rotate
621,1503,rotate
1062,180,rotate
1062,621,rotate
1062,1062,wait
1062,1503,rotate
1503,180,rotate
1503,621,rotate
1503,1062,rotate
1503,1503,wait
180,181,translate
1063,1062,translate
621,642,translate
1524,1503,translate
181,181,wait
181,622,rotate
181,1063,rotate
181,1504,rotate
622,181,rotate
622,622,wait
622,1063,rotate
622,1504,rotate
1063,181,rotate
1063,622,rotate
1063,1063,wait
1063,1504,rotate
1504,181,rotate
1504,622,rotate
1504,1063,rotate
1504,1504,wait
181,182,translate
1064,1063,translate
622,643,translate
1525,1504,translate
182,182,wait
182,623,rotate
182,1064,rotate
182,1505,rotate
623,182,rotate
623,623,wait
623,1064,rotate
623,1505,rotate
1064,182,rotate
1064,623,rotate
1064,1064,wait
1064,1505,rotate
1505,182,rotate
1505,623,rotate
1505,1064,rotate
1505,1505,wait
182,183,translate
1065,1064,translate
623,644,translate
1526,1505,translate
183,183,wait
183,624,rotate
183,1065,rotate
183,1506,rotate
624,183,rotate
624,624,wait
624,1065,rotate
624,1506,rotate
1065,183,rotate
1065,624,rotate
1065,1065,wait
1065,1506,rotate
1506,183,rotate
1506,624,rotate
1506,1065,rotate
1506,1506,wait
183,184,translate
1066,1065,translate
624,645,translate
1527,1506,translate
184,184,wait
184,625,rotate
184,1066,rotate
184,1507,rotate
625,184,rotate
625,625,wait
625,1066,rotate
625,1507,rotate
1066,184,rotate
1066,625,rotate
1066,1066,wait
1066,1507,rotate
1507,184,rotate
1507,625,rotate
1507,1066,rotate
1507,1507,wait
184,185,translate
1067,1066,translate
625,646,translate
1528,1507,translate
185,185,wait
185,626,rotate
185,1067,rotate
185,1508,rotate
626,185,rotate
626,626,wait
626,1067,rotate
626,1508,rotate
1067,185,rotate
1067,626,rotate
1067,1067,wait
1067,1508,rotate
1508,185,rotate
1508,626,rotate
1508,1067,rotate
1508,1508,wait
185,186,translate
1068,1067,translate
626,647,translate
1529,1508,translate
186,186,wait
186,627,rotate
186,1068,rotate
186,1509,rotate
627,186,rotate
627,627,wait
627,1068,rotate
627,1509,rotate
1068,186,rotate
1068,627,rotate
1068,1068,wait
1068,1509,rotate
1509,186,rotate
1509,627,rotate
1509,1068,rotate
1509,1509,wait
186,187,translate
1069,1068,translate
627,648,translate
1530,1509,translate
187,187,wait
187,628,rotate
187,1069,rotate
187,1510,rotate
628,187,rotate
628,628,wait
628,1069,rotate
628,1510,rotate
1069,187,rotate
1069,628,rotate
1069,1069,wait
1069,1510,rotate
1510,187,rotate
1510,628,rotate
1510,1069,rotate
1510,1510,wait
187,188,translate
1070,1069,translate
628,649,translate
1531,1510,translate
188,188,wait
188,629,rotate
188,1070,rotate
188,1511,rotate
629,188,rotate
629,629,wait
629,1070,rotate
629,1511,rotate
1070,188,rotate
1070,629,rotate
1070,1070,wait
1070,1511,rotate
1511,188,rotate
1511,629,rotate
1511,1070,rotate
1511,1511,wait
629,650,translate
1532,1511,translate
189,189,wait
189,630,rotate
189,1071,rotate
189,1512,rotate
630,189,rotate
630,630,wait
630,1071,rotate
630,1512,rotate
1071,189,rotate
1071,630,rotate
1071,1071,wait
1071,1512,rotate
1512,189,rotate
1512,630,rotate
1512,1071,rotate
1512,1512,wait
189,190,translate
1072,1071,translate
630,651,translate
1533,1512,translate
190,190,wait
190,631,rotate
190,1072,rotate
190,1513,rotate
631,190,rotate
631,631,wait
631,1072,rotate
631,1513,rotate
1072,190,rotate
1072,631,rotate
1072,1072,wait
1072,1513,rotate
1513,190,rotate
1513,631,rotate
1513,1072,rotate
1513,1513,wait
190,191,translate
1073,1072,translate
631,652,translate
1534,1513,translate
191,191,wait
191,632,rotate
191,1073,rotate
191,1514,rotate
632,191,rotate
632,632,wait
632,1073,rotate
632,1514,rotate
1073,191,rotate
1073,632,rotate
1073,1073,wait
1073,1514,rotate
1514,191,rotate
1514,632,rotate
1514,1073,rotate
1514,1514,wait
191,192,translate
1074,1073,translate
632,653,translate
1535,1514,translate
192,192,wait
192,633,rotate
192,1074,rotate
192,1515,rotate
633,192,rotate
633,633,wait
633,1074,rotate
633,1515,rotate
1074,192,rotate
1074,633,rotate
1074,1074,wait
1074,1515,rotate
1515,192,rotate
1515,633,rotate
1515,1074,rotate
1515,1515,wait
192,193,translate
1075,1074,translate
633,654,translate
1536,1515,translate
193,193,wait
193,634,rotate
193,1075,rotate
193,1516,rotate
634,193,rotate
634,634,wait
634,1075,rotate
634,1516,rotate
1075,193,rotate
1075,634,rotate
1075,1075,wait
1075,1516,rotate
1516,193,rotate
1516,634,rotate
1516,1075,rotate
1516,1516,wait
193,194,translate
1076,1075,translate
634,655,translate
1537,1516,translate
194,194,wait
194,635,rotate
194,1076,rotate
194,1517,rotate
635,194,rotate
635,635,wait
635,1076,rotate
635,1517,rotate
1076,194,rotate
1076,635,rotate
1076,1076,wait
1076,1517,rotate
1517,194,rotate
1517,635,rotate
1517,1076,rotate
1517,1517,wait
194,195,translate
1077,1076,translate
635,656,translate
1538,1517,translate
195,195,wait
195,636,rotate
195,1077,rotate
195,1518,rotate
636,195,rotate
636,636,wait
636,1077,rotate
636,1518,rotate
1077,195,rotate
1077,636,rotate
1077,1077,wait
1077,1518,rotate
1518,195,rotate
1518,636,rotate
1518,1077,rotate
1518,1518,wait
195,196,translate
1078,1077,translate
636,657,translate
1539,1518,translate
196,196,wait
196,637,rotate
196,1078,rotate
196,1519,rotate
637,196,rotate
637,637,wait
637,1078,rotate
637,1519,rotate
1078,196,rotate
1078,637,rotate
1078,1078,wait
1078,1519,rotate
1519,196,rotate
1519,637,rotate
1519,1078,rotate
1519,1519,wait
196,197,translate
1079,1078,translate
637,658,translate
1540,1519,translate
197,197,wait
197,638,rotate
197,1079,rotate
197,1520,rotate
638,197,rotate
638,638,wait
638,1079,rotate
638,1520,rotate
1079,197,rotate
1079,638,rotate
1079,1079,wait
1079,1520,rotate
1520,197,rotate
1520,638,rotate
1520,1079,rotate
1520,1520,wait
197,198,translate
1080,1079,translate
638,659,translate
1541,1520,translate
198,198,wait
198,639,rotate
198,1080,rotate
198,1521,rotate
639,198,rotate
639,639,wait
639,1080,rotate
639,1521,rotate
1080,198,rotate
1080,639,rotate
1080,1080,wait
1080,1521,rotate
1521,198,rotate
1521,639,rotate
1521,1080,rotate
1521,1521,wait
198,199,translate
1081,1080,translate
639,660,translate
1542,1521,translate
199,199,wait
199,640,rotate
199,1081,rotate
199,1522,rotate
640,199,rotate
640,640,wait
640,1081,rotate
640,1522,rotate
1081,199,rotate
1081,640,rotate
1081,1081,wait
1081,1522,rotate
1522,199,rotate
1522,640,rotate
1522,1081,rotate
1522,1522,wait
199,200,translate
1082,1081,translate
640,661,translate
1543,1522,translate
200,200,wait
200,641,rotate
200,1082,rotate
200,1523,rotate
641,200,rotate
641,641,wait
641,1082,rotate
641,1523,rotate
1082,200,rotate
1082,641,rotate
1082,1082,wait
1082,1523,rotate
1523,200,rotate
1523,641,rotate
1523,1082,rotate
1523,1523,wait
200,201,translate
1083,1082,translate
641,662,translate
1544,1523,translate
201,201,wait
201,642,rotate
201,1083,rotate
201,1524,rotate
642,201,rotate
642,642,wait
642,1083,rotate
642,1524,rotate
1083,201,rotate
1083,642,rotate
1083,1083,wait
1083,1524,rotate
1524,201,rotate
1524,642,rotate
1524,1083,rotate
1524,1524,wait
201,202,translate
1084,1083,translate
642,663,translate
1545,1524,translate
202,202,wait
202,643,rotate
202,1084,rotate
202,1525,rotate
643,202,rotate
643,643,wait
643,1084,rotate
643,1525,rotate
1084,202,rotate
1084,643,rotate
1084,1084,wait
1084,1525,rotate
1525,202,rotate
1525,643,rotate
1525,1084,rotate
1525,1525,wait
202,203,translate
1085,1084,translate
643,664,translate
1546,1525,translate
203,203,wait
203,644,rotate
203,1085,rotate
203,1526,rotate
644,203,rotate
644,644,wait
644,1085,rotate
644,1526,rotate
1085,203,rotate
1085,644,rotate
1085,1085,wait
1085,1526,rotate
1526,203,rotate
1526,644,rotate
1526,1085,rotate
1526,1526,wait
203,204,translate
1086,1085,translate
644,665,translate
1547,1526,translate
204,204,wait
204,645,rotate
204,1086,rotate
204,1527,rotate
645,204,rotate
645,645,wait
645,1086,rotate
645,1527,rotate
1086,204,rotate
1086,645,rotate
1086,1086,wait
1086,1527,rotate
1527,204,rotate
1527,645,rotate
1527,1086,rotate
1527,1527,wait
204,205,translate
1087,1086,translate
645,666,translate
1548,1527,translate
205,205,wait
205,646,rotate
205,1087,rotate
205,1528,rotate
646,205,rotate
646,646,wait
646,1087,rotate
646,1528,rotate
1087,205,rotate
1087,646,rotate
1087,1087,wait
1087,1528,rotate
1528,205,rotate
1528,646,rotate
1528,1087,rotate
1528,1528,wait
205,206,translate
1088,1087,translate
646,667,translate
1549,1528,translate
206,206,wait
206,647,rotate
206,1088,rotate
206,1529,rotate
647,206,rotate
647,647,wait
647,1088,rotate
647,1529,rotate
1088,206,rotate
1088,647,rotate
1088,1088,wait
1088,1529,rotate
1529,206,rotate
1529,647,rotate
1529,1088,rotate
1529,1529,wait
206,207,translate
1089,1088,translate
647,668,translate
1550,1529,translate
207,207,wait
207,648,rotate
207,1089,rotate
207,1530,rotate
648,207,rotate
648,648,wait
648,1089,rotate
648,1530,rotate
1089,207,rotate
1089,648,rotate
1089,1089,wait
1089,1530,rotate
1530,207,rotate
1530,648,rotate
1530,1089,rotate
1530,1530,wait
207,208,translate
1090,1089,translate
648,669,translate
1551,1530,translate
208,208,wait
208,649,rotate
208,1090,rotate
208,1531,rotate
649,208,rotate
649,649,wait
649,1090,rotate
649,1531,rotate
1090,208,rotate
1090,649,rotate
1090,1090,wait
1090,1531,rotate
1531,208,rotate
1531,649,rotate
1531,1090,rotate
1531,1531,wait
208,209,translate
1091,1090,translate
649,670,translate
1552,1531,translate
209,209,wait
209,650,rotate
209,1091,rotate
209,1532,rotate
650,209,rotate
650,650,wait
650,1091,rotate
650,1532,rotate
1091,209,rotate
1091,650,rotate
1091,1091,wait
1091,1532,rotate
1532,209,rotate
1532,650,rotate
1532,1091,rotate
1532,1532,wait
650,671,translate
1553,1532,translate
210,210,wait
210,651,rotate
210,1092,rotate
210,1533,rotate
651,210,rotate
651,651,wait
651,1092,rotate
651,1533,rotate
1092,210,rotate
1092,651,rotate
1092,1092,wait
1092,1533,rotate
1533,210,rotate
1533,651,rotate
1533,1092,rotate
1533,1533,wait
210,211,translate
1093,1092,translate
651,672,translate
1554,1533,translate
211,211,wait
211,652,rotate
211,1093,rotate
211,1534,rotate
652,211,rotate
652,652,wait
652,1093,rotate
652,1534,rotate
1093,211,rotate
1093,652,rotate
1093,1093,wait
1093,1534,rotate
1534,211,rotate
1534,652,rotate
1534,1093,rotate
1534,1534,wait
211,212,translate
1094,1093,translate
652,673,translate
1555,1534,translate
212,212,wait
212,653,rotate
212,1094,rotate
212,1535,rotate
653,212,rotate
653,653,wait
653,1094,rotate
653,1535,rotate
1094,212,rotate
1094,653,rotate
1094,1094,wait
1094,1535,rotate
1535,212,rotate
1535,653,rotate
1535,1094,rotate
1535,1535,wait
212,213,translate
1095,1094,translate
653,674,translate
1556,1535,translate
213,213,wait
213,654,rotate
213,1095,rotate
213,1536,rotate
654,213,rotate
654,654,wait
654,1095,rotate
654,1536,rotate
1095,213,rotate
1095,654,rotate
1095,1095,wait
1095,1536,rotate
1536,213,rotate
1536,654,rotate
1536,1095,rotate
1536,1536,wait
213,214,translate
1096,1095,translate
654,675,translate
1557,1536,translate
214,214,wait
214,655,rotate
214,1096,rotate
214,1537,rotate
655,214,rotate
655,655,wait
655,1096,rotate
655,1537,rotate
1096,214,rotate
1096,655,rotate
1096,1096,wait
1096,1537,rotate
1537,214,rotate
1537,655,rotate
1537,1096,rotate
1537,1537,wait
214,215,translate
1097,1096,translate
655,676,translate
1558,1537,translate
215,215,wait
215,656,rotate
215,1097,rotate
215,1538,rotate
656,215,rotate
656,656,wait
656,1097,rotate
656,1538,rotate
1097,215,rotate
1097,656,rotate
1097,1097,wait
1097,1538,rotate
1538,215,rotate
1538,656,rotate
1538,1097,rotate
1538,1538,wait
215,216,translate
1098,1097,translate
656,677,translate
1559,1538,translate
216,216,wait
216,657,rotate
216,1098,rotate
216,1539,rotate
657,216,rotate
657,657,wait
657,1098,rotate
657,1539,rotate
1098,216,rotate
1098,657,rotate
1098,1098,wait
1098,1539,rotate
1539,216,rotate
1539,657,rotate
1539,1098,rotate
1539,1539,wait
216,217,translate
1099,1098,translate
657,678,translate
1560,1539,translate
217,217,wait
217,658,rotate
217,1099,rotate
217,1540,rotate
658,217,rotate
658,658,wait
658,1099,rotate
658,1540,rotate
1099,217,rotate
1099,658,rotate
1099,1099,wait
1099,1540,rotate
1540,217,rotate
1540,658,rotate
1540,1099,rotate
1540,1540,wait
217,218,translate
1100,1099,translate
658,679,translate
1561,1540,translate
218,218,wait
218,659,rotate
218,1100,rotate
218,1541,rotate
659,218,rotate
659,659,wait
659,1100,rotate
659,1541,rotate
1100,218,rotate
1100,659,rotate
1100,1100,wait
1100,1541,rotate
1541,218,rotate
1541,659,rotate
1541,1100,rotate
1541,1541,wait
218,219,translate
1101,1100,translate
659,680,translate
1562,1541,translate
219,219,wait
219,660,rotate
219,1101,rotate
219,1542,rotate
660,219,rotate
660,660,wait
660,1101,rotate
660,1542,rotate
1101,219,rotate
1101,660,rotate
1101,1101,wait
1101,1542,rotate
1542,219,rotate
1542,660,rotate
1542,1101,rotate
1542,1542,wait
219,220,translate
1102,1101,translate
660,681,translate
1563,1542,translate
220,220,wait
220,661,rotate
220,1102,rotate
220,1543,rotate
661,220,rotate
661,661,wait
661,1102,rotate
661,1543,rotate
1102,220,rotate
1102,661,rotate
1102,1102,wait
1102,1543,rotate
1543,220,rotate
1543,661,rotate
1543,1102,rotate
1543,1543,wait
220,221,translate
1103,1102,translate
661,682,translate
1564,1543,translate
221,221,wait
221,662,rotate
221,1103,rotate
221,1544,rotate
662,221,rotate
662,662,wait
662,1103,rotate
662,1544,rotate
1103,221,rotate
1103,662,rotate
1103,1103,wait
1103,1544,rotate
1544,221,rotate
1544,662,rotate
1544,1103,rotate
1544,1544,wait
221,222,translate
1104,1103,translate
662,683,translate
1565,1544,translate
222,222,wait
222,663,rotate
222,1104,rotate
222,1545,rotate
663,222,rotate
663,663,wait
663,1104,rotate
663,1545,rotate
1104,222,rotate
1104,663,rotate
1104,1104,wait
1104,1545,rotate
1545,222,rotate
1545,663,rotate
1545,1104,rotate
1545,1545,wait
222,223,translate
1105,1104,translate
663,684,translate
1566,1545,translate
223,223,wait
223,664,rotate
223,1105,rotate
223,1546,rotate
664,223,rotate
664,664,wait
664,1105,rotate
664,1546,rotate
1105,223,rotate
1105,664,rotate
1105,1105,wait
1105,1546,rotate
1546,223,rotate
1546,664,rotate
1546,1105,rotate
1546,1546,wait
223,224,translate
1106,1105,translate
664,685,translate
1567,1546,translate
224,224,wait
224,665,rotate
224,1106,rotate
224,1547,rotate
665,224,rotate
665,665,wait
665,1106,rotate
665,1547,rotate
1106,224,rotate
1106,665,rotate
1106,1106,wait
1106,1547,rotate
1547,224,rotate
1547,665,rotate
1547,1106,rotate
1547,1547,wait
224,225,translate
1107,1106,translate
665,686,translate
1568,1547,translate
225,225,wait
225,666,rotate
225,1107,rotate
225,1548,rotate
666,225,rotate
666,666,wait
666,1107,rotate
666,1548,rotate
1107,225,rotate
1107,666,rotate
1107,1107,wait
1107,1548,rotate
1548,225,rotate
1548,666,rotate
1548,1107,rotate
1548,1548,wait
225,226,translate
1108,1107,translate
666,687,translate
1569,1548,translate
226,226,wait
226,667,rotate
226,1108,rotate
226,1549,rotate
667,226,rotate
667,667,wait
667,1108,rotate
667,1549,rotate
1108,226,rotate
1108,667,rotate
1108,1108,wait
1108,1549,rotate
1549,226,rotate
1549,667,rotate
1549,1108,rotate
1549,1549,wait
226,227,translate
1109,1108,translate
667,688,translate
1570,1549,translate
227,227,wait
227,668,rotate
227,1109,rotate
227,1550,rotate
668,227,rotate
668,668,wait
668,1109,rotate
668,1550,rotate
1109,227,rotate
1109,668,rotate
1109,1109,wait
1109,1550,rotate
1550,227,rotate
1550,668,rotate
1550,1109,rotate
1550,1550,wait
227,228,translate
1110,1109,translate
668,689,translate
1571,1550,translate
228,228,wait
228,669,rotate
228,1110,rotate
228,1551,rotate
669,228,rotate
669,669,wait
669,1110,rotate
669,1551,rotate
1110,228,rotate
1110,669,rotate
1110,1110,wait
1110,1551,rotate
1551,228,rotate
1551,669,rotate
1551,1110,rotate
1551,1551,wait
228,229,translate
1111,1110,translate
669,690,translate
1572,1551,translate
229,229,wait
229,670,rotate
229,1111,rotate
229,1552,rotate
670,229,rotate
670,670,wait
670,1111,rotate
670,1552,rotate
1111,229,rotate
1111,670,rotate
1111,1111,wait
1111,1552,rotate
1552,229,rotate
1552,670,rotate
1552,1111,rotate
1552,1552,wait
229,230,translate
1112,1111,translate
670,691,translate
1573,1552,translate
230,230,wait
230,671,rotate
230,1112,rotate
230,1553,rotate
671,230,rotate
671,671,wait
671,1112,rotate
671,1553,rotate
1112,230,rotate
1112,671,rotate
1112,1112,wait
1112,1553,rotate
1553,230,rotate
1553,671,rotate
1553,1112,rotate
1553,1553,wait
671,692,translate
1574,1553,translate
231,231,wait
231,672,rotate
231,1113,rotate
231,1554,rotate
672,231,rotate
672,672,wait
672,1113,rotate
672,1554,rotate
1113,231,rotate
1113,672,rotate
1113,1113,wait
1113,1554,rotate
1554,231,rotate
1554,672,rotate
1554,1113,rotate
1554,1554,wait
231,232,translate
1114,1113,translate
672,693,translate
1575,1554,translate
232,232,wait
232,673,rotate
232,1114,rotate
232,1555,rotate
673,232,rotate
673,673,wait
673,1114,rotate
673,1555,rotate
1114,232,rotate
1114,673,rotate
1114,1114,wait
1114,1555,rotate
1555,232,rotate
1555,673,rotate
1555,1114,rotate
1555,1555,wait
232,233,translate
1115,1114,translate
673,694,translate
1576,1555,translate
233,233,wait
233,674,rotate
233,1115,rotate
233,1556,rotate
674,233,rotate
674,674,wait
674,1115,rotate
674,1556,rotate
1115,233,rotate
1115,674,rotate
1115,1115,wait
1115,1556,rotate
1556,233,rotate
1556,674,rotate
1556,1115,rotate
1556,1556,wait
233,234,translate
1116,1115,translate
674,695,translate
1577,1556,translate
234,234,wait
234,675,rotate
234,1116,rotate
234,1557,rotate
675,234,rotate
675,675,wait
675,1116,rotate
675,1557,rotate
1116,234,rotate
1116,675,rotate
1116,1116,wait
1116,1557,rotate
1557,234,rotate
1557,675,rotate
1557,1116,rotate
1557,1557,wait
234,235,translate
1117,1116,translate
675,696,translate
1578,1557,translate
235,235,wait
235,676,rotate
235,1117,rotate
235,1558,rotate
676,235,rotate
676,676,wait
676,1117,rotate
676,1558,rotate
1117,235,rotate
1117,676,rotate
1117,1117,wait
1117,1558,rotate
1558,235,rotate
1558,676,rotate
1558,1117,rotate
1558,1558,wait
235,236,translate
1118,1117,translate
676,697,translate
1579,1558,translate
236,236,wait
236,677,rotate
236,1118,rotate
236,1559,rotate
677,236,rotate
677,677,wait
677,1118,rotate
677,1559,rotate
1118,236,rotate
1118,677,rotate
1118,1118,wait
1118,1559,rotate
1559,236,rotate
1559,677,rotate
1559,1118,rotate
1559,1559,wait
236,237,translate
1119,1118,translate
677,698,translate
1580,1559,translate
237,237,wait
237,678,rotate
237,1119,rotate
237,1560,rotate
678,237,rotate
678,678,wait
678,1119,rotate
678,1560,rotate
1119,237,rotate
1119,678,rotate
1119,1119,wait
1119,1560,rotate
1560,237,rotate
1560,678,rotate
1560,1119,rotate
1560,1560,wait
237,238,translate
1120,1119,translate
678,699,translate
1581,1560,translate
238,238,wait
238,679,rotate
238,1120,rotate
238,1561,rotate
679,238,rotate
679,679,wait
679,1120,rotate
679,1561,rotate
1120,238,rotate
1120,679,rotate
1120,1120,wait
1120,1561,rotate
1561,238,rotate
1561,679,rotate
1561,1120,rotate
1561,1561,wait
238,239,translate
1121,1120,translate
679,700,translate
1582,1561,translate
239,239,wait
239,680,rotate
239,1121,rotate
239,1562,rotate
680,239,rotate
680,680,wait
680,1121,rotate
680,1562,rotate
1121,239,rotate
1121,680,rotate
1121,1121,wait
1121,1562,rotate
1562,239,rotate
1562,680,rotate
1562,1121,rotate
1562,1562,wait
239,240,translate
1122,1121,translate
680,701,translate
1583,1562,translate
240,240,wait
240,681,rotate
240,1122,rotate
240,1563,rotate
681,240,rotate
681,681,wait
681,1122,rotate
681,1563,rotate
1122,240,rotate
1122,681,rotate
1122,1122,wait
1122,1563,rotate
1563,240,rotate
1563,681,rotate
1563,1122,rotate
1563,1563,wait
240,241,translate
1123,1122,translate
681,702,translate
1584,1563,translate
241,241,wait
241,682,rotate
241,1123,rotate
241,1564,rotate
682,241,rotate
682,682,wait
682,1123,rotate
682,1564,rotate
1123,241,rotate
1123,682,rotate
1123,1123,wait
1123,1564,rotate
1564,241,rotate
1564,682,rotate
1564,1123,rotate
1564,1564,wait
241,242,translate
1124,1123,translate
682,703,translate
1585,1564,translate
242,242,wait
242,683,rotate
242,1124,rotate
242,1565,rotate
683,242,rotate
683,683,wait
683,1124,rotate
683,1565,rotate
1124,242,rotate
1124,683,rotate
1124,1124,wait
1124,1565,rotate
1565,242,rotate
1565,683,rotate
1565,1124,rotate
1565,1565,wait
242,243,translate
1125,1124,translate
683,704,translate
1586,1565,translate
243,243,wait
243,684,rotate
243,1125,rotate
243,1566,rotate
684,243,rotate
684,684,wait
684,1125,rotate
684,1566,rotate
1125,243,rotate
1125,684,rotate
1125,1125,wait
1125,1566,rotate
1566,243,rotate
1566,684,rotate
1566,1125,rotate
1566,1566,wait
243,244,translate
1126,1125,translate
684,705,translate
1587,1566,translate
244,244,wait
244,685,rotate
244,1126,rotate
244,1567,rotate
685,244,rotate
685,685,wait
685,1126,rotate
685,1567,rotate
1126,244,rotate
1126,685,rotate
1126,1126,wait
1126,1567,rotate
1567,244,rotate
1567,685,rotate
1567,1126,rotate
1567,1567,wait
244,245,translate
1127,1126,translate
685,706,translate
1588,1567,translate
245,245,wait
245,686,rotate
245,1127,rotate
245,1568,rotate
686,245,rotate
686,686,wait
686,1127,rotate
686,1568,rotate
1127,245,rotate
1127,686,rotate
1127,1127,wait
1127,1568,rotate
1568,245,rotate
1568,686,rotate
1568,1127,rotate
1568,1568,wait
245,246,translate
1128,1127,translate
686,707,translate
1589,1568,translate
246,246,wait
246,687,rotate
246,1128,rotate
246,1569,rotate
687,246,rotate
687,687,wait
687,1128,rotate
687,1569,rotate
1128,246,rotate
1128,687,rotate
1128,1128,wait
1128,1569,rotate
1569,246,rotate
1569,687,rotate
1569,1128,rotate
1569,1569,wait
246,247,translate
1129,1128,translate
687,708,translate
1590,1569,translate
247,247,wait
247,688,rotate
247,1129,rotate
247,1570,rotate
688,247,rotate
688,688,wait
688,1129,rotate
688,1570,rotate
1129,247,rotate
1129,688,rotate
1129,1129,wait
1129,1570,rotate
1570,247,rotate
1570,688,rotate
1570,1129,rotate
1570,1570,wait
247,248,translate
1130,1129,translate
688,709,translate
1591,1570,translate
248,248,wait
248,689,rotate
248,1130,rotate
248,1571,rotate
689,248,rotate
689,689,wait
689,1130,rotate
689,1571,rotate
1130,248,rotate
1130,689,rotate
1130,1130,wait
1130,1571,rotate
1571,248,rotate
1571,689,rotate
1571,1130,rotate
1571,1571,wait
248,249,translate
1131,1130,translate
689,710,translate
1592,1571,translate
249,249,wait
249,690,rotate
249,1131,rotate
249,1572,rotate
690,249,rotate
690,690,wait
690,1131,rotate
690,1572,rotate
1131,249,rotate
1131,690,rotate
1131,1131,wait
1131,1572,rotate
1572,249,rotate
1572,690,rotate
1572,1131,rotate
1572,1572,wait
249,250,translate
1132,1131,translate
690,711,translate
1593,1572,translate
250,250,wait
250,691,rotate
250,1132,rotate
250,1573,rotate
691,250,rotate
691,691,wait
691,1132,rotate
691,1573,rotate
1132,250,rotate
1132,691,rotate
1132,1132,wait
1132,1573,rotate
1573,250,rotate
1573,691,rotate
1573,1132,rotate
1573,1573,wait
250,251,translate
1133,1132,translate
691,712,translate
1594,1573,translate
251,251,wait
251,692,rotate
251,1133,rotate
251,1574,rotate
692,251,rotate
692,692,wait
692,1133,rotate
692,1574,rotate
1133,251,rotate
1133,692,rotate
1133,1133,wait
1133,1574,rotate
1574,251,rotate
